en,kin,phrase,categ,verified,prefs,prefpl,sanotek,sanopl,cumbi,modif,kinSing,kinPl,enSing,enPl,simplP,pastP,syn,context,situation,author,revised,updated
unique,ihariye,0,verbadj,0,,,n,n,ihariye,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360530175
features,imisusire,0,borrowed,0,,,n,n,imisusire,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360530218
distort,kugoreka,0,verb,0,,,n,n,goreka,goretse,NOT APPLICABLE,NOT APPLICABLE,,,distorted,distoreted,,,,2503,0,1360530288
introduction,intangiriro :: intangiriro,0,noun,0,i,i,n,n,tangiriro,,intangiriro,intangiriro,introduction,introductions,,,,,,2503,0,1360530570
lonely,igunze,0,verbadj,0,,,n,n,igunze,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360530628
Japan,Ubuyapani,0,borrowed,0,,,n,n,Ubuyapani,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360530750
South Korea,Koreya y'amajyepfo,0,borrowed,0,,,n,n,Koreya y'amajyepfo,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360530797
North Korea,Koreya y'amajyaruguru,0,borrowed,0,,,n,n,Koreya y'amajyaruguru,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360530839
Korea,Koreya,0,borrowed,0,,,n,n,Koreya,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360530862
Vietnam,Viyetinamu,0,borrowed,0,,,n,n,Viyetinamu,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360530898
England,Ubwongereza,0,borrowed,0,,,n,n,Ubwongereza,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360530930
France,Ubufaransa,0,borrowed,0,,,n,n,Ubufaransa,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360531002
Germany,Ubudage,0,borrowed,0,,,n,n,Ubudage,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360531031
Russia,Uburusiya,0,borrowed,0,,,n,n,Uburusiya,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360531047
Belgium,Ububiligi,0,borrowed,0,,,n,n,Ububiligi,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360531075
breast milk,amashereka,0,borrowed,0,,,n,n,amashereka,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360531320
breastfeed,kwonsa,0,verb,0,,,n,n,onsa,onkeje,NOT APPLICABLE,NOT APPLICABLE,,,breastfed,breastfed,,,,2503,0,1360531363
expand,kwaguka,0,verb,0,,,n,n,aguka,agutse,NOT APPLICABLE,NOT APPLICABLE,,,expanded,expanded,,,,2503,0,1360531450
expand,kwagura,0,verb,0,,,n,n,agura,aguye,NOT APPLICABLE,NOT APPLICABLE,,,expanded,expanded,,,,2503,0,1360531520
airport,ikibuga cy'indege,0,borrowed,0,,,n,n,ikibuga cy'indege,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360531686
uproot,kurandura,0,verb,0,,,n,n,randura,randuye,NOT APPLICABLE,NOT APPLICABLE,,,uprooted,uprooted,,,,2503,0,1360531740
dirt,igitaka :: igitaka,0,noun,0,i,i,gi,gi,taka,,igitaka,igitaka,dirt,dirt,,,,,,2503,0,1360531866
scent,umuhumuro :: imihumuro,0,noun,0,u,i,mu,mi,humuro,,umuhumuro,imihumuro,scent,scents,,,,,,2503,0,1360531946
aroma,impumuro :: impumuro,0,noun,0,i,i,n,n,humuro,,impumuro,impumuro,aroma,aromas,,,aromata,,,2503,0,1360532430
goal,intego :: intego,0,noun,0,i,i,n,n,tego,,intego,intego,goal,goals,,,,,,2503,0,1360532668
wheelchair,igare :: amagare,0,noun,0,i,a,ri,ma,gare,,igare,amagare,wheelchair,wheelchairs,,,,,,2503,0,1360532760
picky,toranya,0,verbadj,0,,,n,n,toranya,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360532804
ordinary,sanzwe,0,verbadj,0,,,n,n,sanzwe,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360532832
leave,gusiga,0,verb,0,,,n,n,siga,size,NOT APPLICABLE,NOT APPLICABLE,,,left,left,,,,2503,0,1360533094
long term,igihe kirambye,0,borrowed,0,,,n,n,igihe kirambye,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360533181
commence,gutangira,0,verb,0,,,n,n,tangira,tangiye,NOT APPLICABLE,NOT APPLICABLE,,,commenced,commenced,,,,2503,0,1360533282
temple,ingoro :: ingoro,0,noun,0,i,i,n,n,goro,,ingoro,ingoro,temple,temples,,,,,,2503,0,1360533387
permanent,horaho,0,verbadj,0,,,n,n,horaho,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1360533435
graduate,kurangiza,0,verb,0,,,n,n,rangiza,rangije,NOT APPLICABLE,NOT APPLICABLE,,,graduated,graduated,,,,2503,0,1360533497
spider,igitagangurirwa :: ibitagangurirwa,0,noun,0,i,i,gi,bi,tagangurirwa,,igitagangurirwa,ibitagangurirwa,spider,spiders,,,,,,2503,0,1360533668
simulate,kwigana,0,verb,0,,,n,n,igana,iganye,NOT APPLICABLE,NOT APPLICABLE,,,simulated,simulated,feign,,,2499,0,1360633530
deplete,kugabanura,0,verb,0,,,n,n,gabanura,gabanuye,NOT APPLICABLE,NOT APPLICABLE,,,depleted,depleted,"use up, consume, reduce, decrease",,,2499,0,1360798402
lessen,kugabanura,0,verb,0,,,n,n,gabanura,gabanuye,NOT APPLICABLE,NOT APPLICABLE,,,lessened,lessened,reduce,,,2499,0,1360798472
click,kudoma,0,verb,0,,,n,n,doma,domye,NOT APPLICABLE,NOT APPLICABLE,,,clicked,clicked,,,,2499,0,1360881241
dramatize,gukabiriza,0,verb,0,,,n,n,kabiriza,kabirije,NOT APPLICABLE,NOT APPLICABLE,,,dramazited,dramatized,exagerate,,,2499,0,1360881538
refute,kunyomoza,0,verb,0,,,n,n,nyomoza,nyomoje,NOT APPLICABLE,NOT APPLICABLE,,,refuted,refuted,disprove,,,2499,0,1361083531
sociable,sabana,0,verbadj,0,,,n,n,sabana,,NOT APPLICABLE,NOT APPLICABLE,,,,,outgoing,,,2499,0,1361083766
gregarious,sabana,0,verbadj,0,,,n,n,sabana,,NOT APPLICABLE,NOT APPLICABLE,,,,,"sociable, outgoing",,,2499,0,1361083860
outgoing,sabana,0,verbadj,0,,,n,n,sabana,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2499,0,1361083898
easygoing,roshya ubuzima,0,verbadj,0,,,n,n,roshya ubuzima,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2499,0,1361083970
mom,mama,0,borrowed,0,,,n,n,mama,,NOT APPLICABLE,NOT APPLICABLE,,,,,mother,,,2499,0,1361084133
dad,papa,0,borrowed,0,,,n,n,papa,,NOT APPLICABLE,NOT APPLICABLE,,,,,father,,,2499,0,1361084163
meditate,kuzirikana,0,verb,0,,,n,n,zirikana,zirikanye,NOT APPLICABLE,NOT APPLICABLE,,,meditated,meditated,,,,2499,0,1361085952
circumcise,gukeba,0,verb,0,,,n,n,keba,kebye,NOT APPLICABLE,NOT APPLICABLE,,,circumcised,circumcised,,,,2499,0,1361120760
circumcise,gusilamura,0,verb,0,,,n,n,silamura,silamuye,NOT APPLICABLE,NOT APPLICABLE,,,circumcised,circumcised,,,,2499,0,1361120820
circumcision,ikebwa :: ikebwa,0,noun,0,i,i,ri,ri,kebwa,,ikebwa,ikebwa,circumcision,circumcisions,,,,,,2499,0,1361120864
suspect,gukemanga,0,verb,0,,,n,n,kemanga,kemanze,NOT APPLICABLE,NOT APPLICABLE,,,suspected,suspected,,,,2499,0,1361247616
obnoxious,nengwa,0,verbadj,0,,,n,n,nengwa,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2499,0,1361247663
erase,guhanagura,0,verb,0,,,n,n,hanagura,hanaguye,NOT APPLICABLE,NOT APPLICABLE,,,erased,erased,"wipe, clean",,,2499,0,1361249160
erasor,igihanaguzo :: ibihanaguzo,0,noun,0,i,i,gi,bi,hanaguzo,,igihanaguzo,ibihanaguzo,erasor,erasors,,,,,,2499,0,1361249200
exhibit,kwerekana,0,verb,0,,,n,n,erekana,erekanye,NOT APPLICABLE,NOT APPLICABLE,,,exhibited,exhibited,"show, present",,,2499,0,1361249307
exhibition,iyerekana :: iyerekana,0,noun,0,i,i,ri,ri,yerekana,,iyerekana,iyerekana,exhibition,exhibitions,,,"show, presentation",,,2499,0,1361249394
assign,kugerenera,0,verb,0,,,n,n,gerenera,geneye,NOT APPLICABLE,NOT APPLICABLE,,,assigned,assigned,,,,2499,0,1361249477
punch,ingumi :: ingumi,0,noun,0,i,i,n,n,gumi,,ingumi,ingumi,punch,punches,,,,,,2503,0,1361556151
cold,ubukonje :: ubukonje,0,noun,0,u,u,bu,bu,konje,,ubukonje,ubukonje,cold,cold,,,,,,2503,0,1361556393
sweat,icyuya :: ibyuya,0,noun,0,i,i,ki,bi,uya,,icyuya,ibyuya,sweat,sweat,,,,,,2503,0,1361556754
age,gusaza,0,verb,0,,,n,n,saza,shaje,NOT APPLICABLE,NOT APPLICABLE,,,aged,aged,,,,2503,0,1361556899
calculation,imibare :: imibare,0,noun,0,i,i,mi,mi,bare,,imibare,imibare,calculation,calculations,,,,,,2503,0,1361556981
detest,kwanga,0,verb,0,,,n,n,anga,anze,NOT APPLICABLE,NOT APPLICABLE,,,detested,detested,,,,2503,0,1361557097
for good,burundu,0,adverb,0,,,n,n,burundu,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1361557252
reporter,umunyamakuru :: abanyamakuru,0,noun,0,u,a,mu,ba,nyamakuru,,umunyamakuru,abanyamakuru,reporter,reporters,,,,,,2503,0,1361560426
understand,kwumva,0,verb,0,,,n,n,umva,umvise,NOT APPLICABLE,NOT APPLICABLE,,,understood,understood,,,,2503,0,1361560482
return,kugarura,0,verb,0,,,n,n,garura,garuye,NOT APPLICABLE,NOT APPLICABLE,,,returned,returned,,,,2503,0,1361560582
cover up,guhishira,0,verb,0,,,n,n,hishira,hishiriye,NOT APPLICABLE,NOT APPLICABLE,,,covered up,covered up,,,,2503,0,1362258974
calm down,gutuza,0,verb,0,,,n,n,tuza,tuje,NOT APPLICABLE,NOT APPLICABLE,,,calmed down,calmed down,,,,2503,0,1362259014
dizziness,isereri :: isereri,0,noun,0,i,i,n,n,sereri,,isereri,isereri,dizziness,dizziness,,,,,,2503,0,1362259096
electricity,amashanyarazi :: amashanyarazi,0,noun,0,a,a,ma,ma,shanyarazi,,amashanyarazi,amashanyarazi,electricity,electricity,,,,,,2503,0,1362259163
guardian,umurinzi :: abarinzi,0,noun,0,u,a,mu,ba,rinzi,,umurinzi,abarinzi,guardian,guardians,,,,,,2503,0,1362259378
tumor,ikibyimba :: ibibyimba,0,noun,0,i,i,ki,bi,byimba,,ikibyimba,ibibyimba,tumor,tumors,,,,,,2503,0,1362259435
police station,ibiro bya polisi,0,borrowed,0,,,n,n,ibiro bya polisi,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1362259465
melt,kuyonga,0,verb,0,,,n,n,yonga,yonze,NOT APPLICABLE,NOT APPLICABLE,,,melted,melted,,,,2503,0,1362259554
weigh,gupima,0,verb,0,,,n,n,pima,pimye,NOT APPLICABLE,NOT APPLICABLE,,,weighed,weighed,,,,2503,0,1362259605
beef,inyama z'inka,0,borrowed,0,,,n,n,inyama z'inka,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1362259682
daughter-in-law,umukazana :: abakazana,0,noun,0,u,a,mu,ba,kazana,,umukazana,abakazana,daughter-in-law,daughters-in-law,,,,,,2503,0,1364056096
son-in-law,umukwe :: abakwe,0,noun,0,u,a,mu,ba,kwe,,umukwe,abakwe,son-in-law,sons-in-law,,,,,,2503,0,1364056181
police station,biro bya polisi,0,borrowed,0,,,n,n,biro bya polisi,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364056491
plant,ikimera :: ibimera,0,noun,0,i,i,ki,bi,mera,,ikimera,ibimera,plant,plants,,,,,,2503,0,1364056519
cotton,pamba,0,borrowed,0,,,n,n,pamba,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364056541
melt,gushonga,0,verb,0,,,n,n,shonga,shonze,NOT APPLICABLE,NOT APPLICABLE,,,melted,melted,,,,2503,0,1364056760
win,gutsindira,0,verb,0,,,n,n,tsindira,tsindiye,NOT APPLICABLE,NOT APPLICABLE,,,won,won,,,,2503,0,1364057212
lottery,tombola,0,borrowed,0,,,n,n,tombola,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364057299
lawyer,umunyamategeko :: abanyamategeko,0,noun,0,u,a,mu,ba,nyamategeko,,umunyamategeko,abanyamategeko,lawyer,lawyers,,,,,,2503,0,1364057861
beef,nyama z'inka,0,borrowed,0,,,n,n,nyama z'inka,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364057887
pork,nyama z'ingurube,0,borrowed,0,,,n,n,nyama z'ingurube,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364057924
opposite,ikinyuranyo :: ibinyuranyo,0,noun,0,i,i,ki,bi,nyuranyo,,ikinyuranyo,ibinyuranyo,opposite,opposites,,,,,,2503,0,1364058395
pork,inyama z'ingurube,0,borrowed,0,,,n,n,inyama z'ingurube,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364059104
flame,rurimi rw'umuriro,0,borrowed,0,,,n,n,rurimi rw'umuriro,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364058444
Almighty,Ushobora byose,0,borrowed,0,,,n,n,Ushobora byose,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364059136
carry out,gusohoza,0,verb,0,,,n,n,sohoza,sohoje,NOT APPLICABLE,NOT APPLICABLE,,,carried out,carried out,,,,2503,0,1364058621
roof,igisenge :: ibisenge,0,noun,0,i,i,gi,bi,senge,,igisenge,ibisenge,roof,roofs,,,,,,2503,0,1364058777
wake up,gukanguka,0,verb,0,,,n,n,kanguka,kangutse,NOT APPLICABLE,NOT APPLICABLE,,,woke up,woken up,,,,2503,0,1364058884
permanent,gihoraho,0,verbadj,0,,,n,n,gihoraho,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364059153
summer,icyi,0,borrowed,0,,,n,n,icyi,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364059174
iron,gutera ipasi,0,verb,0,,,n,n,tera ipasi,teye ipasi,NOT APPLICABLE,NOT APPLICABLE,,,ironed,ironed,,,,2503,0,1364059260
iron,ipasi :: amapasi,0,noun,0,i,a,n,ma,pasi,,ipasi,amapasi,iron,irons,,,,,,2503,0,1364059314
unfold,kuzingura,0,verb,0,,,n,n,zingura,zinguye,NOT APPLICABLE,NOT APPLICABLE,,,unfolded,unfolded,,,,2503,0,1364059628
on behalf of,mu kigwi cya,0,adverb,0,,,n,n,mu kigwi cya,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364059837
Greetings,Indamutso,0,borrowed,0,,,n,n,Indamutso,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364060042
poet,umusizi :: abasizi,0,noun,0,u,a,mu,ba,sizi,,umusizi,abasizi,poet,poets,,,,,,2503,0,1364060077
help,ubufasha :: ubufasha,0,noun,0,u,u,bu,bu,fasha,,ubufasha,ubufasha,help,help,,,,,,2503,0,1364060136
rabbit,urukwavu :: inkwavu,0,noun,0,u,i,ru,n,kwavu,,urukwavu,inkwavu,rabbit,rabbits,,,,,,2503,0,1364060167
lick,kurigata,0,verb,0,,,n,n,rigata,rigase,NOT APPLICABLE,NOT APPLICABLE,,,licked,licked,,,,2503,0,1364060288
lick,gukomba,0,verb,0,,,n,n,komba,kombye,NOT APPLICABLE,NOT APPLICABLE,,,licked,licked,,,,2503,0,1364060316
honorable,ubashywe,0,verbadj,0,,,n,n,ubashywe,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364060349
staff,inkoni :: inkoni,0,noun,0,i,i,n,n,koni,,inkoni,inkoni,staff,staffs,,,,,,2503,0,1364060617
resign,gusezera ku kazi,0,verb,0,,,n,n,sezera ku kazi,sezeye ku kazi,NOT APPLICABLE,NOT APPLICABLE,,,resigned,resigned,,,,2503,0,1364060702
press conference,inama y'abanyamakuru,0,borrowed,0,,,n,n,inama y'abanyamakuru,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364060739
cap,umufuniko :: imifuniko,0,noun,0,u,i,mu,mi,funiko,,umufuniko,imifuniko,cap,caps,,,,,,2503,0,1364060811
cap,gupfundikira,0,verb,0,,,n,n,pfundikira,pfundikiye,NOT APPLICABLE,NOT APPLICABLE,,,capped,capped,,,,2503,0,1364060850
cover,gupfundikira,0,verb,0,,,n,n,pfundikira,pfunikiye,NOT APPLICABLE,NOT APPLICABLE,,,covered,covered,,,,2503,0,1364060882
slap,urushyi :: inshyi,0,noun,0,u,i,ru,n,shyi,,urushyi,inshyi,slap,slaps,,,,,,2573,0,1364102758
ankle,akabumbamburi :: utubumbamburi,0,noun,0,a,u,ka,tu,bumbamburi,,akabumbamburi,utubumbamburi,ankle,ankles,,,,,,2573,0,1364102832
pinch,kunosha,0,verb,0,,,n,n,nosha,noshe,NOT APPLICABLE,NOT APPLICABLE,,,pinched,pinched,,,,2573,0,1364102937
monkey,inkima :: inkima,0,noun,0,i,i,n,n,kima,,inkima,inkima,monkey,monkeys,,,,,,2573,0,1364102981
trauma,ihahamuka :: ihahamuka,0,noun,0,i,i,ri,ri,hahamuka,,ihahamuka,ihahamuka,trauma,traumas,,,,,,2573,0,1364103148
dream,inzozi :: inzozi,0,noun,0,i,i,n,n,zozi,,inzozi,inzozi,dream,dreams,,,,,,2573,0,1364103185
dew,urume :: urume,0,noun,0,u,u,ru,ru,me,,urume,urume,dew,dew,,,,,,2573,0,1364103308
stair,ingazi :: ingazi,0,noun,0,i,i,n,n,gazi,,ingazi,ingazi,stair,stairs,,,steps,,,2573,0,1364103366
celibacy,ubugaragu :: ubugaragu,0,noun,0,u,u,bu,bu,garagu,,ubugaragu,ubugaragu,celibacy,celibacy,,,,,,2573,0,1364103442
single,ingaragu :: ingaragu,0,noun,0,i,i,n,n,garagu,,ingaragu,ingaragu,single,singles,,,unmarried,,,2573,0,1364103492
undies,ikariso :: amakariso,0,noun,0,i,a,n,ma,kariso,,ikariso,amakariso,undies,undies,,,underwear,,,2573,0,1364103869
Genesis,itangiriro :: itangiriro,0,noun,0,i,i,ri,ri,tangiriro,,itangiriro,itangiriro,Genesis,Genesis,,,,,,2573,0,1364103703
block,gutangira,0,verb,0,,,n,n,tangira,tangiye,NOT APPLICABLE,NOT APPLICABLE,,,blocked,blocked,,,,2503,0,1364153454
block,guhagarika,0,verb,0,,,n,n,hagarika,hagaritse,NOT APPLICABLE,NOT APPLICABLE,,,blocked,blocked,,,,2503,0,1364153485
shed,kumena,0,verb,0,,,n,n,mena,mennye,NOT APPLICABLE,NOT APPLICABLE,,,shed,shed,,,,2503,0,1364153582
pass away,kwitaba Imana,0,verb,0,,,n,n,itaba Imana,itabye Imana,NOT APPLICABLE,NOT APPLICABLE,,,passed away,passed away,,,,2503,0,1364153619
training,amahugurwa :: amahugurwa,0,noun,0,a,a,ma,ma,hugurwa,,amahugurwa,amahugurwa,training,trainings,,,,,,2503,0,1364153752
train,guhugura,0,verb,0,,,n,n,hugura,huguye,NOT APPLICABLE,NOT APPLICABLE,,,trained,trained,,,,2503,0,1364153802
dilute,gufungura,0,verb,0,,,n,n,fungura,funguye,NOT APPLICABLE,NOT APPLICABLE,,,diluted,diluted,,,,2503,0,1364153848
intelligence,ubutasi :: ubutasi,0,noun,0,u,u,bu,bu,tasi,,ubutasi,ubutasi,intelligence,intelligence,,,,,,2503,0,1364153913
bonus,inyongera,0,verbadj,0,,,n,n,inyongera,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364153949
have surgery,kubagwa,0,verb,0,,,n,n,bagwa,bazwe,NOT APPLICABLE,NOT APPLICABLE,,,had surgery,had surgery,,,,2503,0,1364154045
do surgery,kubaga,0,verb,0,,,n,n,baga,baze,NOT APPLICABLE,NOT APPLICABLE,,,did surgery,done surgery,,,,2503,0,1364154101
witness,umuhamya :: abahamya,0,noun,0,u,a,mu,ba,hamya,,umuhamya,abahamya,witness,witnesses,,,,,,2503,0,1364154217
witness,umugabo :: abagabo,0,noun,0,u,a,mu,ba,gabo,,umugabo,abagabo,witness,witnesses,,,,,,2503,0,1364154251
even if,nubwo,0,adverb,0,,,n,n,nubwo,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364154305
participate,kwitabira,0,verb,0,,,n,n,itabira,itabiriye,NOT APPLICABLE,NOT APPLICABLE,,,participated,participated,,,,2503,0,1364154357
cheat,guca inyuma,0,verb,0,,,n,n,ca inyuma,ciye inyuma,NOT APPLICABLE,NOT APPLICABLE,,,cheated,cheated,,,,2503,0,1364154402
coup,kudeta,0,borrowed,0,,,n,n,kudeta,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364154547
tie,kuzirika,0,verb,0,,,n,n,zirika,ziritse,NOT APPLICABLE,NOT APPLICABLE,,,tied,tied,,,,2503,0,1364154723
prisoner,imbohe :: imbohe,0,noun,0,i,i,n,n,bohe,,imbohe,imbohe,prisoner,prisoners,,,,,,2503,0,1364154825
bow,kubama,0,verb,0,,,n,n,bama,bamye,NOT APPLICABLE,NOT APPLICABLE,,,bowed,bowed,,,,2503,0,1364154911
bend,kunama,0,verb,0,,,n,n,nama,namye,NOT APPLICABLE,NOT APPLICABLE,,,bent,bent,,,,2503,0,1364154931
bend,guheta,0,verb,0,,,n,n,heta,hese,NOT APPLICABLE,NOT APPLICABLE,,,bent,bent,,,,2503,0,1364154966
stand,kwihanganira,0,verb,0,,,n,n,ihanganira,ihanganiye,NOT APPLICABLE,NOT APPLICABLE,,,stood,stood,,,,2503,0,1364155082
quit,gusezera,0,verb,0,,,n,n,sezera,sezeye,NOT APPLICABLE,NOT APPLICABLE,,,quit,quit,,,,2503,0,1364155146
part,gutandukana,0,verb,0,,,n,n,tandukana,tandukanye,NOT APPLICABLE,NOT APPLICABLE,,,parted,parted,,,,2503,0,1364155380
wreck,kwangiza,0,verb,0,,,n,n,angiza,angije,NOT APPLICABLE,NOT APPLICABLE,,,wrecked,wrecked,,,,2503,0,1364156095
senility,ubusaza :: ubusaza,0,noun,0,u,u,bu,bu,saza,,ubusaza,ubusaza,senility,senility,,,,,,2503,0,1364156158
discriminate,kuvangura,0,verb,0,,,n,n,vangura,vanguye,NOT APPLICABLE,NOT APPLICABLE,,,discriminated,discriminated,,,,2503,0,1364156244
kick out,kwirukana,0,verb,0,,,n,n,irukana,irikanye,NOT APPLICABLE,NOT APPLICABLE,,,kicked out,kicked out,,,,2503,0,1364156287
tradition,umuco :: imico,0,noun,0,u,i,mu,mi,co,,umuco,imico,tradition,traditions,,,,,,2503,0,1364656681
grudge,inzika :: inzika,0,noun,0,i,i,n,n,zika,,inzika,inzika,grudge,grudges,,,,,,2503,0,1364656780
torment,gutoteza,0,verb,0,,,n,n,toteza,toteje,NOT APPLICABLE,NOT APPLICABLE,,,tormented,tormented,,,,2503,0,1364657014
demand,gusaba,0,verb,0,,,n,n,saba,sabye,NOT APPLICABLE,NOT APPLICABLE,,,demanded,demanded,,,,2503,0,1364657106
shout,gusakuza,0,verb,0,,,n,n,sakuza,sakuje,NOT APPLICABLE,NOT APPLICABLE,,,shouted,shouted,,,,2503,0,1364657252
treatment,ubuvuzi :: ubuvuzi,0,noun,0,u,u,bu,bu,vuzi,,ubuvuzi,ubuvuzi,treatment,treatments,,,,,,2503,0,1364657553
treat,kuvura,0,verb,0,,,n,n,vura,vuye,NOT APPLICABLE,NOT APPLICABLE,,,treated,treated,,,,2503,0,1364657686
sign,gusinya,0,verb,0,,,n,n,sinya,sinye,NOT APPLICABLE,NOT APPLICABLE,,,signed,signed,,,,2503,0,1364657762
coward,ikigwari :: ibigwari,0,noun,0,i,i,ki,bi,gwari,,ikigwari,ibigwari,coward,cowards,,,,,,2503,0,1364658022
honeymoon,ukwezi kwa buki,0,borrowed,0,,,n,n,ukwezi kwa buki,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364763731
basket,agatebo :: udutebo,0,noun,0,a,u,ga,du,tebo,,agatebo,udutebo,basket,baskets,,,,,,2503,0,1364763814
bowl,igisorori :: ibisorori,0,noun,0,i,i,gi,bi,sorori,,igisorori,ibisorori,bowl,bowls,,,,,,2503,0,1364763889
discussion,ikiganiro :: ibiganiro,0,noun,0,i,i,ki,bi,ganiro,,ikiganiro,ibiganiro,discussion,discussions,,,,,,2503,0,1364763939
compromise,kumvikana,0,verb,0,,,n,n,mvikana,mvikanye,NOT APPLICABLE,NOT APPLICABLE,,,compromised,compromised,,,,2503,0,1364764015
reality,ukuri :: ukuri,0,noun,0,u,u,ku,ku,ri,,ukuri,ukuri,reality,reality,,,,,,2503,0,1364764208
gain,kwunguka,0,verb,0,,,n,n,unguka,ungutse,NOT APPLICABLE,NOT APPLICABLE,,,gained,gained,,,,2503,0,1364764472
grandchild,umwuzukuru :: abuzukuru,0,noun,0,u,a,mu,ba,uzukuru,,umwuzukuru,abuzukuru,grandchild,grandchildren,,,,,,2503,0,1364764641
sleep,ibitotsi :: ibitotsi,0,noun,0,i,i,bi,bi,totsi,,ibitotsi,ibitotsi,sleep,sleep,,,,,,2503,0,1364764792
underneath,munsi,0,adverb,0,,,n,n,munsi,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1364764935
take off,guhaguruka,0,verb,0,,,n,n,haguruka,hagurutse,NOT APPLICABLE,NOT APPLICABLE,,,took off,taken off,,,,2503,0,1364765163
contest,irushanwa :: amarushanwa,0,noun,0,i,a,ri,ma,rushanwa,,irushanwa,amarushanwa,contest,contestes,,,,,,2503,0,1364765263
lower,kumanura,0,verb,0,,,n,n,manura,manuye,NOT APPLICABLE,NOT APPLICABLE,,,lowered,lowered,,,,2503,0,1364765524
advocate,umuvugizi :: abavugizi,0,noun,0,u,a,mu,ba,vugizi,,umuvugizi,abavugizi,advocate,advocates,,,,,,2503,0,1365029388
killings,ubwicanyi,0,borrowed,0,,,n,n,ubwicanyi,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1365029447
assassin,umwicanyi :: abicanyi,0,noun,0,u,a,mu,ba,icanyi,,umwicanyi,abicanyi,assassin,assassins,,,,,,2503,0,1365029510
unexpected,tunguranye,0,verbadj,0,,,n,n,tunguranye,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1365029557
practice,kwimenyereza,0,verb,0,,,n,n,imenyereza,imenyereje,NOT APPLICABLE,NOT APPLICABLE,,,practiced,practiced,,,,2503,0,1365029774
notify,kumenyereza,0,verb,0,,,n,n,menyereza,menyereje,NOT APPLICABLE,NOT APPLICABLE,,,notified,notified,,,,2503,0,1365029992
place,gushyira,0,verb,0,,,n,n,shyira,shyize,NOT APPLICABLE,NOT APPLICABLE,,,placed,placed,,,,2503,0,1365030053
investigation,iperereza,0,borrowed,0,,,n,n,iperereza,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2503,0,1365649026
accuse,kurega,0,verb,0,,,n,n,rega,reze,NOT APPLICABLE,NOT APPLICABLE,,,accused,accused,,,,2503,0,1365114791
